Item_Identifier,Item_Weight,Item_Type,Item_MRP,Fat_Content,Outlet_Type,Item_Outlet_Sales
FDX32,15.1,4,144.7786,,1,2600.6148
FDH02,,11,91.8488,1,3,2716.464
FDD16,20.5,8,75.8696,3,1,2386.2272
FDR09,,7,259.7962,1,3,8028.8822
FDB32,20.6,4,93.3778,1,2,1314.2892
FDP11,15.85,12,218.7166,2,1,4136.6154
FDG09,20.6,4,187.7556,1,1,3004.0896
FDF21,10.3,4,187.853,2,1,2656.542
NCJ19,,14,55.2588,1,3,2748.4224
FDY03,17.6,3,111.3202,,4,337.5606
FDK58,11.35,7,101.0016,2,1,2631.2416
FDC26,10.195,11,112.2886,1,1,2557.3378
FDN15,17.5,3,138.518,1,2,2376.906
DRH11,,10,56.0614,1,3,2597.2858
NCK17,11,13,40.948,2,1,319.584
DRC01,5.92,2,47.7692,3,1,492.692
FDD03,13.3,1,232.73,3,1,2796.36
NCY17,18.2,13,45.1086,1,1,669.129
DRY23,9.395,2,42.3112,1,1,980.0576
FDT50,6.75,1,96.3752,3,1,1342.2528
FDC38,15.7,11,133.1942,2,1,2782.3782
NCN06,8.39,5,162.8868,,4,327.5736
FDP56,,4,47.4692,1,3,1576.6144
FDW34,9.6,7,244.917,,1,2916.204
FDU07,11.1,4,151.3366,3,1,3022.732
NCO55,12.8,14,108.9938,1,2,1071.938
FDL16,12.85,8,46.106,,1,792.302
FDT59,13.65,12,231.9668,,1,3225.1352
DRF01,,2,146.6102,1,3,1895.5326
NCS06,7.935,5,261.591,,1,3155.892
FDY13,,11,74.967,3,4,229.701
DRF36,16.1,2,189.9846,,4,191.0846
FDV10,7.645,7,41.8112,3,1,894.8352
FDE09,8.775,4,110.7228,,4,331.5684
FDC20,10.65,4,57.2272,,1,1174.4712
FDI58,7.64,7,95.012,,1,1864.24
FDI56,7.325,4,93.2146,,1,1733.0774
NCI17,8.645,13,94.741,1,2,1061.951
NCE19,8.97,5,55.7956,1,1,1037.3164
FDA26,,1,219.3482,3,4,219.0482
FDR01,5.405,11,198.6742,1,2,2388.8904
FDC32,,4,90.6462,1,3,2406.2012
FDF11,10.195,15,240.1538,1,1,1442.1228
FDH46,6.935,7,103.5332,3,1,1230.3984
FDY33,,7,159.0262,3,4,159.1262
DRG23,8.88,10,152.2682,3,1,1829.6184
FDY04,,8,162.521,1,3,4567.388
FDE26,9.3,11,145.3786,,1,2745.0934
NCU42,9,5,169.4474,3,1,4211.185
NCO42,21.25,5,146.0102,3,1,2916.204
FDU25,12.35,11,59.2246,1,1,984.7182
FDW02,,1,124.3704,1,3,3004.0896
FDS22,16.85,7,43.9428,3,1,351.5424
FDG57,14.7,4,49.8034,3,1,631.8442
FDQ25,8.63,11,173.9422,1,2,4138.6128
NCS06,7.935,5,261.291,1,2,2892.901
FDC29,,8,112.7176,1,3,1832.2816
NCZ41,19.85,13,126.7704,3,1,1752.3856
FDW23,5.765,6,37.5164,3,1,656.4788
FDB03,17.75,1,240.5538,1,1,3845.6608
FDN25,,9,55.5588,3,4,229.0352
NCN05,8.235,13,181.895,3,1,732.38
FDV43,,4,43.4086,1,3,847.5634
FDG44,6.13,4,55.0298,1,1,539.298
FDS12,9.1,6,127.2362,1,2,1635.8706
FDI52,18.7,8,121.4072,2,1,2450.144
FDU12,15.5,6,261.7568,1,1,1845.5976
FDG58,10.695,7,156.7972,3,1,3427.5384
FDA16,6.695,8,220.8456,1,2,5084.0488
NCD18,16,5,229.8668,3,1,4837.7028
FDI21,5.59,7,62.6168,2,1,639.168
FDW31,11.35,4,197.0742,,1,2587.9646
FDB35,12.3,15,93.8804,1,2,1470.0864
FDK58,,7,102.4016,1,3,2428.8384
FDU14,17.75,1,248.775,3,1,3745.125
NCP43,17.75,14,178.566,1,2,2516.724
FDM20,,4,245.0144,1,3,3185.1872
FDT36,,6,35.2874,1,3,988.0472
FDW19,12.35,4,110.257,1,2,1757.712
FDB29,16.7,8,113.9176,1,1,2519.3872
FDN39,19.35,3,167.0816,,1,1510.0344
FDI02,15.7,11,112.0202,3,1,337.5606
FDA46,,7,196.1136,1,3,6026.8216
FDV36,18.7,6,124.902,,1,2909.546
FDE35,7.06,15,59.5904,2,1,761.6752
FDT46,11.35,7,52.4008,3,1,809.6128
FDS21,,7,62.7194,3,4,123.8388
DRD12,6.96,2,90.9146,,1,1459.4336
FDR14,,1,54.7298,3,4,107.8596
FDG22,,7,37.919,1,3,768.999
FDX58,13.15,7,184.195,1,1,2746.425
FDB40,,1,146.7102,1,3,4374.306
FDJ36,14.5,6,102.7332,,4,205.0664
NCL53,7.5,13,177.4028,,4,354.2056
NCX05,15.2,13,114.8492,,1,1506.0396
FDO21,11.6,7,226.2404,3,1,1800.3232
NCF07,9,5,102.0016,1,2,1518.024
FDU20,19.35,4,119.7098,2,1,1325.6078
FDK09,15.2,7,228.0352,,4,458.0704
FDY57,20.2,7,97.5752,3,1,1534.0032
FDD51,,1,45.2744,1,3,905.488
FDA49,,11,87.4198,1,3,2267.7148
FDG33,5.365,16,171.0764,3,1,3263.7516
FDG35,21.2,15,173.6738,1,1,2954.1546
FDC52,11.15,1,150.6708,,1,2106.5912
FDS34,19.35,7,112.7518,,1,683.1108
NCY05,13.5,13,33.3874,1,1,282.2992
FDO46,9.6,7,188.1872,3,1,1701.7848
FDY20,12.5,4,91.7488,1,1,1358.232
FDA13,15.85,11,36.3506,3,1,607.2096
FDS04,10.195,8,141.7838,2,1,1685.8056
FDU51,20.2,3,178.6028,,1,2302.3364
FDK50,7.96,11,161.8894,1,2,2750.4198
FDO60,20,6,45.4086,2,1,981.3892
FDM13,6.425,9,133.0626,,1,1442.7886
FDU12,,6,262.7568,1,3,7646.0472
NCG54,12.1,5,170.9106,1,2,1539.9954
FDH40,11.6,8,82.2276,,4,243.6828
NCI06,,5,179.166,3,4,359.532
FDA58,9.395,7,236.9932,3,1,4242.4776
FDJ02,17.2,11,147.0418,,1,2354.2688
FDP21,7.42,7,188.9872,1,2,2458.1336
FDN57,18.25,7,142.0154,3,1,2127.231
FDV26,,1,193.3794,1,3,8388.4142
FDZ21,17.6,7,94.641,1,1,2799.689
FDG21,,16,148.705,1,3,1797.66
FDF26,6.825,11,155.1998,1,2,2460.7968
FDC39,7.405,1,208.9296,2,1,2700.4848
FDQ24,15.7,6,250.5724,1,2,4026.7584
FDC41,15.6,8,75.667,,1,1301.639
NCO14,9.6,5,44.2086,,4,44.6086
FDE05,,8,144.0102,1,3,5394.9774
FDW52,,8,163.1526,1,3,3946.8624
FDL36,,6,88.183,1,3,1438.128
FDS04,10.195,8,139.0838,3,1,3652.5788
NCC18,19.1,5,172.4422,1,1,3621.2862
FDN01,8.895,9,175.937,1,2,529.311
FDY02,8.945,1,262.291,,4,1314.955
FDV15,10.3,3,103.7648,,1,2804.3496
FDC34,16,7,155.2972,,1,3894.93
FDX10,6.385,7,34.3874,,1,388.1614
NCF19,13,5,47.9034,2,1,583.2408
FDE17,20.1,8,150.9366,,1,3476.1418
FDJ08,11.1,4,189.2846,1,2,3630.6074
NCN53,5.175,13,35.4874,2,1,388.1614
FDC16,11.5,1,88.254,3,1,1298.31
FDO15,16.75,3,73.7038,1,2,1404.1722
FDQ23,,12,102.3332,1,3,1948.1308
DRF37,17.25,2,261.591,2,1,3418.883
FDN40,5.88,8,155.3998,3,1,2153.1972
FDN24,,6,54.2956,1,3,1310.2944
FDF16,7.3,8,147.6076,,1,3251.7672
FDH27,7.075,1,143.0128,1,1,1150.5024
FDY52,6.365,8,59.7536,,1,980.0576
NCH55,,5,125.202,1,3,2783.044
NCH18,9.3,5,247.0802,3,1,1228.401
DRC01,5.92,2,50.3692,2,1,591.2304
NCO14,9.6,5,42.6086,3,1,133.8258
DRG39,14.15,1,52.0982,3,1,578.5802
DRK13,11.8,2,198.2084,2,1,3769.7596
FDD41,6.765,8,106.1306,,1,1672.4896
FDQ19,,4,242.6512,1,3,12117.56
FDX58,13.15,7,181.695,,4,549.285
FDK40,,8,263.191,1,3,6574.775
FDI52,18.7,8,122.9072,,1,490.0288
FDT28,13.3,8,149.9708,2,1,2106.5912
FDH52,9.42,8,61.5194,,1,866.8716
FDZ38,17.6,1,170.4422,3,1,2759.0752
FDF12,8.235,6,149.3076,,1,1921.4988
NCE06,,5,162.6894,1,3,2588.6304
FDO45,13.15,7,89.6856,1,1,703.0848
NCS18,12.65,5,106.3938,,1,3751.783
NCE54,20.7,5,73.2354,,1,1504.708
FDB50,13,11,76.7986,,1,2648.5524
FDZ20,16.1,4,256.1356,,1,6358.39
FDB11,16,15,226.2404,,1,4725.8484
FDU22,12.35,7,118.9124,2,1,3199.8348
FDY48,14,6,103.1332,1,2,1948.1308
NCP30,20.5,5,40.0822,3,1,1257.0304
FDD08,8.3,4,38.0506,3,1,531.3084
NCG42,19.2,5,130.131,1,1,1038.648
NCT30,9.1,5,46.9718,,1,850.8924
FDT37,14.15,11,255.5014,2,1,5355.0294
FDU04,7.93,8,122.1414,1,1,2924.1936
NCH30,17.1,5,114.386,3,1,1245.046
DRG37,16.2,2,154.6972,2,1,1713.7692
FDS13,6.465,11,264.7884,3,1,3709.8376
FDQ47,7.155,12,34.3874,1,2,670.4606
FDY26,20.6,1,212.6244,3,1,3599.3148
FDB14,20.25,11,94.612,1,2,652.484
FDV45,,7,189.5556,3,4,1126.5336
FDR23,15.85,12,177.437,1,2,5645.984
NCS29,9,13,266.6884,2,1,3974.826
FDK33,,7,213.456,1,3,4261.12
FDW24,,6,50.0034,1,3,1992.7394
FDR08,18.7,4,111.1886,,1,2334.9606
FDB45,20.85,4,104.9306,2,1,2299.6732
FDW32,18.35,4,83.9882,2,1,1202.4348
FDN21,18.6,7,162.2236,3,1,2900.2248
FDH56,9.8,4,117.3492,3,1,810.9444
FDQ07,15.1,4,219.8456,1,1,6189.2768
FDU58,,7,188.7898,1,3,2057.9878
FDK36,7.09,6,48.1034,2,1,1069.2748
NCG18,,5,102.8332,1,3,2768.3964
FDQ26,,1,57.2562,1,3,2073.967
DRL47,,10,127.5362,1,3,1006.6896
DRJ11,9.5,10,188.9872,,1,1323.6104
FDB41,19,8,48.6718,1,2,614.5334
NCA06,20.5,5,37.919,3,1,183.095
NCZ41,19.85,13,125.2704,,1,2127.8968
NCD54,21.1,5,145.7786,,1,1444.786
FDM34,,7,132.9626,1,3,3279.065
FDL57,15.1,7,260.3304,2,1,5424.9384
NCD30,19.7,5,98.7726,2,1,1859.5794
FDH17,16.2,8,97.3726,3,1,2055.3246
FDD57,18.1,4,96.5094,3,1,1332.9316
FDC58,10.195,7,42.5428,1,2,878.856
FDX47,6.55,12,157.8288,3,1,2514.0608
FDC50,15.85,11,94.4094,,1,1428.141
NCS53,,13,157.3604,1,3,6021.4952
FDY13,12.1,11,75.267,1,2,612.536
FDP44,16.5,4,100.6332,3,1,1537.998
FDH60,,6,197.311,3,4,392.822
FDR02,16.7,1,109.1886,,4,222.3772
FDK48,,6,76.7354,1,3,2783.7098
FDO24,11.1,6,159.0604,,4,792.302
FDE20,11.35,4,168.279,2,1,2376.906
FDM04,9.195,8,53.1666,3,1,768.999
NCH07,,5,160.4604,3,4,316.9208
DRP35,18.85,10,127.3336,3,1,3962.8416
FDO11,8,12,250.3092,3,1,6723.2484
NCM30,19.1,5,41.9796,3,1,701.7532
DRF27,,1,152.234,1,3,1071.938
NCR18,,5,44.4112,1,3,767.0016
FDS48,,6,149.4708,1,3,3159.8868
FDO32,6.36,4,46.506,1,1,652.484
NCP05,19.6,13,151.7024,,1,2884.2456
FDF44,,4,130.9968,1,3,4828.3816
FDX56,17.1,4,209.0638,3,1,3520.0846
FDE46,,7,150.7366,1,3,906.8196
FDQ09,,7,113.2834,1,3,4376.9692
NCB54,8.76,13,126.7336,2,1,639.168
NCV18,6.775,5,84.225,3,1,3162.55
NCG55,16.25,5,116.1176,1,1,2633.9048
FDV14,19.85,1,89.4856,3,1,1054.6272
FDT31,19.75,4,189.9872,2,1,3781.744
DRD12,6.96,2,91.4146,,1,638.5022
FDZ40,8.935,8,53.7298,1,2,593.2278
DRI11,8.26,10,113.7834,,4,115.1834
FDP23,6.71,12,218.3166,,1,1959.4494
FDY02,8.945,1,263.491,3,1,1840.937
FDM03,12.65,3,107.8938,3,1,750.3566
FDF35,15,15,107.3938,1,1,750.3566
DRM37,15.35,2,196.5768,,1,7685.9952
NCV41,14.35,13,109.5228,1,1,1768.3648
NCK53,,13,100.8042,1,3,3472.147
FDW23,5.765,6,37.0164,,1,540.6296
FDW12,8.315,6,143.3444,2,1,1596.5884
FDG44,6.13,4,53.8298,3,1,1024.6662
FDJ36,14.5,6,104.1332,3,1,205.0664
FDX55,15.1,4,219.4166,3,1,6096.0648
DRG13,17.25,2,163.7526,1,2,3289.052
NCD06,13,5,46.306,2,1,699.09
FDW22,,7,222.0114,1,3,6207.9192
FDD33,12.85,4,233.2642,,1,3950.1914
FDG24,7.975,6,82.325,3,1,1331.6
FDE05,10.895,8,144.8102,3,1,3062.0142
FDZ12,9.17,6,144.947,3,1,4294.41
FDX37,16.2,11,101.47,,4,399.48
FDE44,14.65,4,47.6692,3,1,739.038
FDS52,,8,102.5016,3,4,101.2016
FDO39,6.985,3,184.7608,1,2,4042.7376
FDI32,17.7,4,115.0834,,1,2764.4016
FDV28,16.1,8,35.1558,,1,339.558
NCP53,14.75,13,237.2906,,1,3089.9778
NCN43,12.15,14,124.473,1,1,1231.73
NCI31,,14,36.419,3,4,109.857
FDK55,18.5,3,89.1172,,1,892.172
FDC17,12.15,8,211.2928,,1,5049.4272
FDV28,16.1,8,32.0558,3,1,1018.674
FDY26,20.6,1,212.9244,1,2,2540.6928
NCU06,17.6,5,228.801,1,1,3215.814
FDV16,,8,35.4558,3,4,135.8232
FDY31,5.98,4,146.1418,,1,3089.9778
DRE37,13.5,2,190.9872,1,1,2836.308
FDH33,12.85,7,42.7428,3,1,703.0848
FDA46,13.6,7,194.2136,3,1,2527.3768
FDP12,9.8,6,35.9874,3,1,282.2992
FDJ09,15,7,44.7744,1,1,679.116
NCS54,,5,177.837,1,3,6528.169
FDJ33,,7,121.173,1,3,2586.633
FDF32,16.35,4,198.2426,,4,790.9704
FDN24,,6,54.3956,3,4,272.978
FDX21,7.05,7,109.7912,3,1,1091.912
FDC57,20.1,4,193.782,2,1,1158.492
NCZ06,19.6,5,254.7698,1,2,5327.0658
FDY56,16.35,4,224.0062,2,1,4288.4178
NCH07,13.15,5,159.7604,1,1,4119.9704
FDS44,12.65,4,238.8538,1,2,4566.7222
FDY33,14.5,7,160.7262,1,1,1750.3882
FDZ48,17.75,6,111.4544,,1,1006.6896
FDY48,14,6,104.0332,,1,1435.4648
FDK16,,8,93.9094,1,3,3903.5854
FDT16,9.895,8,261.7278,3,1,4685.9004
FDC26,10.195,11,110.9886,,4,111.1886
DRJ47,18.25,10,174.208,1,2,2596.62
FDQ04,6.4,8,41.0796,,4,41.2796
FDN40,5.88,8,154.2998,3,1,1999.3974
FDS39,6.895,3,143.8812,2,1,2707.1428
FDC11,20.5,15,90.6172,1,2,1427.4752
FDQ39,14.8,3,190.8846,,4,191.0846
FDB33,17.75,4,158.6262,1,1,3819.0288
FDU27,18.6,3,48.8376,,4,47.9376
FDM44,12.5,4,104.999,,1,1444.786
FDT32,19,4,186.5214,3,1,5275.7992
DRC13,8.26,2,125.073,1,2,985.384
NCO07,9.06,14,213.756,3,1,1065.28
FDJ16,9.195,8,58.9246,1,2,926.7936
FDB22,,7,155.0998,1,3,2768.3964
NCS30,5.945,5,129.1652,,1,2841.6344
FDQ59,,12,84.5908,1,3,3020.0688
FDI38,13.35,11,207.3638,1,1,5797.7864
FDR52,12.65,8,189.0846,3,1,4012.7766
FDT15,12.15,3,181.695,1,2,2929.52
FDR52,,8,190.8846,3,4,191.0846
FDS60,20.85,6,180.066,1,2,2157.192
FDK52,18.25,8,224.1062,1,2,4965.5364
FDA04,11.3,8,260.1962,,1,2848.9582
NCQ53,17.6,13,237.359,,1,6145.334
FDN28,5.88,8,101.799,1,2,1960.781
FDU12,,6,263.8568,3,4,790.9704
FDT03,21.25,3,184.6608,,1,367.5216
FDY57,20.2,7,94.5752,3,1,1821.6288
FDH56,9.8,4,113.8492,2,1,1737.738
DRM23,16.6,10,171.4422,1,2,2241.7486
FDZ07,,4,62.8194,3,4,61.9194
FDK40,7.035,8,262.791,,1,3681.874
FDU04,7.93,8,121.8414,3,1,2802.3522
DRL37,15.5,2,41.377,,1,649.155
FDT26,,1,120.944,1,3,1078.596
FDT24,12.35,6,78.7328,,1,1390.1904
FDX57,,7,96.4068,1,3,2624.5836
FDA55,,4,225.2088,3,4,447.4176
NCN05,8.235,13,183.795,,1,2929.52
FDR58,6.675,7,92.6462,,1,1665.8316
FDX47,6.55,12,156.5288,2,1,1571.288
NCH54,13.5,5,160.692,1,2,1917.504
NCH42,6.86,5,227.801,3,1,3904.917
FDH56,9.8,4,116.6492,,1,2316.984
FDQ48,14.3,6,98.1726,1,2,685.1082
FDN20,19.35,4,169.2474,,1,3705.8428
FDA15,9.3,1,250.6092,2,1,6474.2392
FDS48,,6,149.7708,3,4,150.4708
FDW02,4.805,1,126.2704,1,2,3629.9416
FDN03,,3,248.6408,1,3,6759.2016
FDF57,14.5,4,170.7448,,1,2045.3376
DRM37,15.35,2,196.5768,3,1,4729.8432
NCD54,21.1,5,143.3786,3,1,866.8716
NCQ42,,5,128.3678,1,3,3179.195
FDW49,19.5,11,177.2002,3,1,2149.2024
DRI03,6.03,1,178.1028,2,1,4604.6728
FDD14,20.7,11,182.6266,,1,2581.9724
FDN02,16.5,11,208.8638,3,1,2484.7656
FDQ45,,7,185.3608,1,3,5329.0632
FDX56,17.1,4,206.1638,1,2,4141.276
FDE51,,1,43.4086,3,4,44.6086
FDT47,5.26,12,95.6068,,1,2332.9632
FDM22,14,7,54.064,3,1,1118.544
FDB27,7.575,1,196.5768,,1,1576.6144
FDE02,,11,95.6778,1,3,2910.2118
FDD38,16.75,11,103.7674,3,1,2852.2872
FDF34,9.3,7,197.7084,,1,3372.9428
FDP15,15.2,3,256.033,,4,1281.665
NCI29,8.6,13,143.6154,,1,2127.231
FDU27,18.6,3,47.1376,,1,767.0016
NCD55,,5,42.4454,1,3,293.6178
FDU37,9.5,11,79.596,3,1,1038.648
FDA01,15,11,60.2904,,1,1581.9408
FDS13,6.465,11,264.1884,,1,3444.8492
FDK55,18.5,3,88.9172,1,2,1695.1268
FDR36,6.715,6,43.7454,3,1,545.2902
DRK49,14.15,2,41.5138,1,1,162.4552
DRM23,,10,171.7422,1,3,6207.9192
FDH47,13.5,15,98.6068,,4,97.2068
FDZ21,17.6,7,98.041,1,2,675.787
FDI57,19.85,16,198.7768,,1,4532.7664
FDK26,,11,184.624,3,4,1304.968
FDQ36,7.855,6,37.0848,3,1,447.4176
FDJ58,,7,172.6764,3,4,858.882
FDD45,8.615,4,94.1436,,1,1134.5232
FDG50,7.405,11,89.9146,,1,2189.1504
FDO36,,6,179.766,3,4,179.766
NCW42,18.2,5,220.5456,1,2,3094.6384
NCH18,9.3,5,246.4802,,4,982.7208
FDY59,,6,93.3462,1,3,1018.0082
NCO42,21.25,5,145.1102,,1,1603.9122
FDM45,8.655,7,122.5756,,1,2181.1608
NCV29,11.8,13,177.5686,,4,711.0744
FDT08,,4,148.705,1,3,2996.1
NCQ43,,14,110.2912,3,4,218.3824
NCA54,16.5,5,180.9318,2,1,3247.7724
FDW55,12.6,4,248.8092,3,1,6723.2484
FDI10,,7,171.4422,1,3,3448.844
NCS53,,13,156.8604,3,4,316.9208
FDZ35,,12,105.199,1,3,3199.169
FDF10,15.5,7,148.6418,2,1,3972.8286
FDO38,17.25,11,76.4986,,1,778.986
FDY45,17.5,7,253.7356,,1,3815.034
FDC40,16,1,78.4986,1,2,1791.6678
NCO54,19.5,5,53.7614,1,1,1436.7964
FDQ14,9.27,1,148.005,1,2,1797.66
FDM10,18.25,7,213.4218,2,1,3846.9924
DRK23,8.395,10,251.504,,1,7084.112
NCR17,9.8,13,114.0492,2,1,2085.2856
FDG31,,3,65.0826,3,4,193.7478
FDH02,7.27,11,92.4488,,1,996.0368
DRH37,17.6,2,162.7526,,1,3124.5994
DRC36,13,2,174.1054,,1,4377.635
FDB56,8.75,4,186.3556,,1,3567.3564
NCK54,12.15,5,114.715,,1,1048.635
NCQ17,10.3,13,154.663,2,1,2816.334
FDM13,6.425,9,132.8626,1,2,524.6504
FDT44,16.6,4,116.4466,1,2,1178.466
FDO28,,8,122.4098,3,4,120.5098
NCK07,10.65,14,165.8526,,1,3946.8624
NCP05,19.6,13,151.8024,3,1,1366.2216
FDX11,16,6,181.4634,3,1,1090.5804
FDS52,8.89,8,99.3016,,1,607.2096
FDB14,20.25,11,93.212,,1,1304.968
NCY06,,5,130.1968,1,3,1565.9616
FDS45,5.175,7,105.2622,,1,2328.9684
DRF23,4.61,10,173.8396,3,1,1221.0772
FDD33,,4,231.9642,1,3,6970.926
NCA53,11.395,13,49.4034,1,2,777.6544
FDC46,17.7,7,186.0266,3,1,2950.8256
NCW41,18,13,159.2604,3,1,3961.51
FDZ39,19.7,3,104.599,1,2,309.597
FDE51,5.925,1,42.9086,,1,758.3462
FDG32,,4,222.3772,1,3,9562.2196
NCK07,10.65,14,163.9526,,1,1644.526
NCQ41,14.8,13,193.0794,3,1,3901.588
FDL36,15.1,6,90.483,,1,1617.894
FDQ26,13.5,1,57.8562,1,1,711.0744
FDR02,16.7,1,113.1886,,1,3335.658
FDV59,13.35,12,217.6166,1,2,3265.749
FDZ33,10.195,7,147.2076,,4,739.038
NCT41,15.7,13,153.5024,,1,2580.6408
FDB17,13.15,8,179.9976,,4,181.0976
FDN44,13.15,4,160.192,3,1,1597.92
FDE45,12.1,4,180.0002,2,1,4656.6052
FDG47,12.8,15,262.8252,,1,2885.5772
NCP02,,5,59.6562,1,3,2192.4794
FDW02,4.805,1,125.5704,3,1,3880.2824
NCM53,18.75,13,105.728,3,1,2024.032
FDD47,7.6,15,171.3448,2,1,3238.4512
FDE28,9.5,8,228.6668,3,1,4146.6024
FDV12,16.7,6,100.0384,1,2,2463.46
FDE36,5.26,6,165.4868,1,2,2293.0152
FDU45,15.6,7,112.4518,3,1,3301.7022
FDP28,13.65,8,260.1936,2,1,3914.904
FDH33,12.85,7,43.1428,,1,703.0848
FDO44,12.6,4,109.9228,3,1,663.1368
FDR07,,4,94.1094,3,4,190.4188
FDJ45,17.75,16,35.1216,3,1,830.9184
FDS59,14.8,12,110.857,,4,329.571
FDU34,18.25,7,125.9046,2,1,2365.5874
NCL06,14.65,5,261.7594,,4,523.3188
FDR37,16.5,9,181.6292,,4,1094.5752
NCM53,18.75,13,105.728,1,2,1704.448
DRG25,10.5,2,188.424,3,1,2237.088
DRE25,15.35,2,91.912,1,1,2609.936
FDZ45,14.1,7,197.1084,,1,2182.4924
NCV53,8.27,13,239.088,,4,719.064
FDR55,12.15,4,190.1872,1,2,3781.744
FDS47,,12,87.6856,1,3,1845.5976
DRG27,8.895,1,41.1138,3,1,690.4346
FDA02,14,1,145.4786,1,1,1300.3074
FDF45,18.2,4,56.8904,,1,1406.1696
FDZ58,17.85,7,122.8072,3,1,857.5504
NCH30,17.1,5,115.186,1,1,2490.092
FDN03,9.8,3,248.5408,,4,751.0224
FDH12,9.6,6,105.128,1,1,1065.28
NCH54,13.5,5,161.692,,4,159.792
DRH01,17.5,2,172.9738,,1,4344.345
FDX01,,11,115.515,1,3,1980.755
FDD34,7.945,7,163.521,,1,1794.331
FDC53,,8,96.7384,1,3,2956.152
FDO28,5.765,8,120.0098,2,1,1687.1372
DRJ51,14.1,1,231.1668,,1,7602.1044
FDD14,20.7,11,184.1266,1,2,1659.8394
FDW35,10.6,12,42.8454,1,2,167.7816
NCH18,9.3,5,245.1802,1,1,2456.802
FDK20,12.6,4,122.0072,,1,1347.5792
FDY47,8.6,12,130.131,3,1,1557.972
FDG32,19.85,4,222.0772,2,1,2001.3948
FDC20,10.65,4,56.2272,1,2,559.272
NCS29,9,13,266.5884,3,1,6624.71
FDG53,10,8,138.518,3,1,2237.088
FDV26,20.25,1,196.2794,3,1,2731.1116
FDE40,15.6,1,63.1194,,1,1300.3074
FDM02,12.5,11,87.1198,3,1,1657.1762
FDU11,4.785,12,118.6098,,1,361.5294
FDB51,6.92,1,63.5852,3,1,751.0224
FDQ03,15,3,238.8248,,1,3555.372
DRK35,8.365,10,38.3506,,1,986.7156
FDZ32,7.785,4,103.8964,,1,946.7676
FDU38,10.8,1,191.6504,2,1,2492.7552
DRM11,6.57,10,261.0278,3,1,4165.2448
FDS36,8.38,6,110.557,2,1,3844.995
FDO52,11.6,8,172.5106,3,1,2566.659
FDA04,11.3,8,257.2962,1,1,2330.9658
NCE31,7.67,5,35.7216,1,2,69.2432
FDC33,8.96,4,196.9768,3,1,2759.0752
FDS33,6.67,7,88.9514,,1,885.514
NCJ05,18.7,13,153.6682,,1,1677.1502
FDN51,17.85,3,261.5936,,1,6002.8528
FDZ10,,7,127.202,3,4,506.008
NCQ30,7.725,5,123.8414,,1,1340.2554
FDL09,19.6,7,167.4816,2,1,3691.1952
FDU03,18.7,3,182.3292,3,1,3831.0132
FDQ32,,4,122.3388,3,4,371.5164
FDI38,13.35,11,207.7638,3,1,3520.0846
FDE36,5.26,6,161.8868,1,1,5077.3908
FDY02,8.945,1,261.391,1,2,1840.937
NCA17,20.6,13,149.6392,,1,894.8352
DRJ25,14.6,2,48.7692,1,1,1231.73
FDI26,5.94,11,177.1344,,1,2854.9504
FDT50,6.75,1,96.9752,,1,958.752
FDR02,16.7,1,109.5886,1,2,1000.6974
NCY05,13.5,13,34.6874,,1,317.5866
FDI50,8.42,11,230.8352,2,1,3435.528
FDW56,7.68,4,193.3162,1,2,5772.486
FDS32,17.75,4,139.9838,,1,1123.8704
FDT48,4.92,6,199.1084,1,2,4761.8016
FDU57,8.27,7,148.7708,,1,2708.4744
FDL51,20.7,1,214.6876,2,1,3001.4264
FDO52,11.6,8,170.2106,3,1,1882.2166
FDS57,,7,141.647,3,4,429.441
FDR22,19.35,7,110.5544,3,1,1565.9616
FDB57,20.25,4,222.0772,2,1,3113.2808
FDA04,11.3,8,259.1962,2,1,5179.924
FDM09,11.15,7,169.979,,4,169.779
NCQ38,,14,108.228,3,4,213.056
FDP52,18.7,8,229.501,1,2,1607.907
DRK11,,10,148.0392,3,4,447.4176
FDN40,5.88,8,152.9998,,1,3691.1952
FDV58,20.85,7,196.1452,1,1,1565.9616
DRA59,8.27,2,183.2924,,1,2406.2012
FDE23,17.6,15,47.306,,1,605.878
FDI08,18.2,4,250.1092,,1,4233.1564
FDE09,,4,109.7228,3,4,331.5684
FDG09,20.6,4,185.7556,3,1,3942.8676
FDS57,15.5,7,142.847,2,1,1574.617
FDW15,15.35,3,146.5734,2,1,2375.5744
FDH56,9.8,4,117.1492,1,1,2780.3808
FDM36,11.65,6,172.0422,,1,1379.5376
NCQ38,16.35,14,104.528,,1,1065.28
DRE48,,2,197.0768,1,3,8868.456
FDP33,18.7,7,256.4672,,1,5369.0112
FDI33,16.5,7,92.8146,3,1,2097.9358
FDO16,5.48,8,83.725,3,1,1165.15
FDW34,9.6,7,241.317,,1,3645.255
FDM22,,7,52.364,3,4,53.264
NCO07,9.06,14,211.856,1,2,3621.952
FDC44,15.6,4,114.1518,,1,1821.6288
DRB48,16.75,2,37.8822,1,1,589.233
NCV29,11.8,13,177.0686,2,1,3022.0662
FDE28,9.5,8,231.3668,2,1,5759.17
FDP49,9,9,55.9614,,1,386.8298
FDX59,10.195,12,34.5558,,1,441.4254
FDN60,15.1,6,159.9604,3,1,2852.2872
DRC36,13,2,176.2054,3,1,1225.7378
FDE02,,11,92.2778,3,4,469.389
